 citynumber, cityname, year, statenumber, murder, rape, robbery, assault, burglary, larceny, vehicletheft, policecivilian, policesworn,popcity,popstate,popstate1517,popstate1824,popstate2534,popprison,blackpct,femheadpct,edexppercap,welfarepercap
47,saintlou,90,26,177,331,4708,8466,11531,24564,8422,698,1574,396685,5126,206.76,517.731,848.321,14943,49.5,20.5,741.3925,214.9962
47,saintlou,91,26,260,342,5294,8180,13396,27381,9250,624,1516,399858,5158,207.745,509.895,834.986,15897,49.89,20.7,763.8376,261.9926
47,saintlou,92,26,231,349,4936,7731,12303,25600,8429,649,1519,402573,5193,212.596,505.865,818.797,16187,50.28,20.9,786.2828,308.989
47,saintlou,93,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5235,217.727,505.119,801.733,16178,NA,NA,NA,NA
48,saintpau,71,24,20,79,892,498,5919,8583,3011,75,499,302333.3,3852,235,470,471,1553,3.64,13.46,935.8025,187.6543
48,saintpau,72,24,16,90,838,558,6693,7652,2832,136,583,309580,3867,238,479,499,1337,3.78,13.22,992.823,232.0574
48,saintpau,73,24,14,92,929,672,7329,7785,2595,134,543,310600,3885,242,491,523,1402,3.92,12.98,954.955,247.7477
48,saintpau,74,24,18,91,1150,677,7502,8633,2731,123,517,294300,3898,246,501,546,1372,4.06,12.74,847.8702,271.8053
48,saintpau,75,24,18,92,1198,909,7666,10054,2632,126,539,292217,3926,248,516,569,1685,4.2,12.5,918.2156,288.1041
48,saintpau,76,24,13,96,991,931,8479,11067,2681,115,524,291000,3957,251,530,593,1624,4.34,12.26,964.8506,321.6169
48,saintpau,77,24,17,118,886,872,7608,9779,2123,112,557,282515,3980,250,539,616,1755,4.48,12.02,899.3399,320.132
48,saintpau,78,24,15,139,790,808,7145,9449,1816,131,547,270690,4005,247,545,634,1954,4.62,11.78,886.5031,340.4908
48,saintpau,79,24,16,125,894,847,7135,10146,1838,128,547,268651,4038,241,554,657,2094,4.76,11.54,814.0496,319.5592
48,saintpau,80,24,16,140,876,1000,7297,11443,1362,126,552,268443,4085,233,559.3333,683.6667,2001,4.9,11.3,791.2621,308.2524
48,saintpau,81,24,13,197,1061,1038,7964,11364,1162,132,526,270344,4112,220,560,709,1966,5.15,11.47,784.3785,342.1342
48,saintpau,82,24,9,216,846,975,8341,12729,1297,105,482,273187,4132,208,552,716,2081,5.4,11.64,828.7148,358.7087
48,saintpau,83,24,12,220,681,907,8005,11024,1050,111,498,273913,4142,198,539,727,2113,5.65,11.81,814.3551,357.5217
48,saintpau,84,24,15,217,666,1195,7260,10707,1087,121,512,271692,4158,195,524,739,2167,5.9,11.98,859.351,380.0842
48,saintpau,85,24,17,233,645,1200,6729,10901,1129,125,517,267896,4185,195,507,753,2343,6.15,12.15,870.6035,400.7082
48,saintpau,86,24,12,239,794,1356,6605,10994,1326,126,513,269250,4206,197,487,765,2462,6.4,12.32,916.9556,418.9632
48,saintpau,87,24,12,218,746,1313,6183,11578,1310,136,510,265550,4236,191,471,772,2546,6.65,12.49,995.7863,422.2034
48,saintpau,88,24,17,237,787,1427,5160,11096,1788,130,512,267945,4297,182,462,782,2799,6.9,12.66,990.3138,420.2997
48,saintpau,89,24,15,189,856,1403,5065,11528,2740,167,537,261902,4338,172,453,783,3103,7.15,12.83,1008.065,440.3226
48,saintpau,90,24,18,269,780,1696,5075,11990,2316,146,528,272235,4387,171.86,442.402,776.76,3176,7.4,13,1009.181,447.5899
48,saintpau,91,24,12,286,850,1583,4583,12124,2327,171,515,275776,4429,174.365,431.721,767.131,3472,7.65,13.17,1042.066,498.155
48,saintpau,92,24,33,237,835,1514,4661,11732,2386,179,507,278762,4474,181.076,423.632,751.673,3822,7.9,13.34,1074.952,548.7201
48,saintpau,93,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4524,188.323,420.172,733.445,4200,NA,NA,NA,NA
49,saintpet,71,10,29,52,633,671,4487,7382,452,145,308,220742,7163,386,778,807,9653,15.04,12.44,622.2223,106.1728
49,saintpet,72,10,21,60,652,580,5231,6965,468,138,354,225325,7520,410,822,885,10382,15.28,12.28,631.5789,114.8325
49,saintpet,73,10,37,98,995,646,6291,8330,706,224,410,228557,7927,436,875,960,10376,15.52,12.12,560.8108,121.6216
49,saintpet,74,10,34,81,844,968,7074,11076,783,133,505,235333,8317,458,937,1036,11217,15.76,11.96,600.4056,101.4199
49,saintpet,75,10,16,90,805,1298,6627,10754,597,211,480,238945,8542,465,978,1090,15315,16,11.8,680.2974,102.2305
49,saintpet,76,10,18,106,556,1265,5038,9464,426,189,467,233303,8695,468,1006,1140,17793,16.24,11.64,660.8084,101.9332
49,saintpet,77,10,20,93,501,1157,4173,9055,388,194,438,230203,8889,470,1033,1196,19447,16.48,11.48,671.6171,95.70957
49,saintpet,78,10,22,136,611,1301,4095,9656,451,214,435,228526,9132,471,1061,1248,21243,16.72,11.32,671.7791,95.09203
49,saintpet,79,10,24,120,649,1422,4439,10882,485,184,401,248162,9471,474,1097,1324,19407,16.96,11.16,618.4573,104.6832
49,saintpet,80,10,22,155,735,1711,5863,11931,650,188,386,233532,9840,486,1154.333,1440,20211,17.2,11,559.4661,94.6602
49,saintpet,81,10,26,150,857,1476,6105,11750,530,180,379,248151,10192,475,1194,1549,23200,17.44,11.14,579.758,108.9109
49,saintpet,82,10,22,176,1069,1588,5463,10765,480,208,401,254253,10472,460,1215,1611,27139,17.68,11.28,555.7695,120.9657
49,saintpet,83,10,21,154,859,1477,5080,10331,429,212,403,260697,10751,446,1234,1686,25393,17.92,11.42,562.9918,116.0885
49,saintpet,84,10,22,216,924,1594,5019,10443,546,205,395,252508,11041,445,1240,1759,26759,18.16,11.56,589.4253,121.7339
49,saintpet,85,10,25,204,1111,1862,5755,11574,599,178,419,249879,11352,455,1239,1836,28482,18.4,11.7,621.895,136.8545
49,saintpet,86,10,33,150,1592,2258,6894,12682,659,221,435,256667,11669,475,1230,1908,32228,18.64,11.84,641.1605,142.8444
49,saintpet,87,10,28,157,1567,1977,7526,14124,1121,174,486,246548,11999,482,1226,1977,32360,18.88,11.98,661.4376,150.7527
49,saintpet,88,10,36,155,1910,2325,7253,15126,1793,170,480,248928,12308,476,1218,2029,34681,19.12,12.12,683.5502,166.0745
49,saintpet,89,10,44,152,2252,2672,6978,16128,2464,224,445,241862,12638,458,1223,2080,39966,19.36,12.26,734.6774,187.0968
49,saintpet,90,10,31,175,2051,3352,6145,14975,2596,219,483,238629,13019,455.32,1221.387,2116.698,44380,19.6,12.4,791.8898,220.3519
49,saintpet,91,10,33,184,2015,3592,5543,13116,2510,221,502,244883,13288,455.958,1197.068,2114.147,46531,19.84,12.54,822.1402,264.2066
49,saintpet,92,10,31,195,1792,3744,5804,12408,1807,213,503,248774,13510,466.239,1173.263,2079.137,48285,20.08,12.68,852.3906,308.0613
49,saintpet,93,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13726,472.995,1159.881,2037.41,52883,NA,NA,NA,NA
50,sananton,71,44,96,217,911,2091,10579,19985,4801,168,938,688000,11510,693,1492,1470,15989,7.12,14.61,609.8765,145.679
50,sananton,72,44,104,256,1200,1854,12038,18937,4220,184,972,669672,11759,712,1530,1582,15709,7.14,14.52,633.9713,153.1101
50,sananton,73,44,128,255,1578,2018,14808,20050,4404,194,1040,677700,12019,729,1587,1679,17238,7.16,14.43,646.3964,150.9009
50,sananton,74,44,145,339,1751,2198,17228,24765,4123,241,1099,710218,12268,744,1643,1774,16833,7.18,14.34,636.9168,135.9026
50,sananton,75,44,131,275,1730,2086,20534,30109,4128,267,1175,768814,12568,754,1714,1875,18937,7.2,14.25,674.7212,135.6877
50,sananton,76,44,119,263,1262,1641,20778,33769,3712,239,1166,753069,12903,770,1786,1989,20717,7.22,14.16,750.4393,152.8998
50,sananton,77,44,146,273,1460,1876,19097,28415,3948,239,1102,764217,13192,779,1839,2094,22980,7.24,14.07,719.4719,155.1155
50,sananton,78,44,136,304,1438,1568,16795,28610,3675,286,1100,816780,13498,785,1888,2193,24575,7.26,13.98,763.8036,141.1043
50,sananton,79,44,171,367,1689,1861,16502,29746,4645,231,1138,829138,13887,787,1944,2313,26522,7.28,13.89,713.4986,144.6281
50,sananton,80,44,164,362,1742,1997,17776,31228,4604,227,1137,788049,14339,787,2000,2465,29892,7.3,13.8,702.6699,127.4272
50,sananton,81,44,185,376,1835,2255,20080,32411,4893,242,1102,820591,14746,767,2020,2624,31502,7.27,13.99,675.4675,134.2134
50,sananton,82,44,190,400,2195,3120,20034,35070,5396,258,1132,849791,15332,760,2057,2765,36149,7.24,14.18,674.0199,113.1566
50,sananton,83,44,165,519,2403,2240,22268,37067,5736,273,1159,874483,15753,752,2068,2891,35259,7.21,14.37,751.3615,125.5655
50,sananton,84,44,160,745,2657,1826,23648,39894,6937,284,1214,857070,16009,762,2038,2966,36682,7.18,14.56,762.4768,126.4809
50,sananton,85,44,180,824,2683,1706,24531,46163,7504,286,1273,862878,16275,785,2005,3040,37532,7.15,14.75,800.5004,126.3142
50,sananton,86,44,162,805,3262,2008,29194,56648,8130,345,1637,879332,16563,821,1965,3106,38534,7.12,14.94,845.291,128.2733
50,sananton,87,44,174,849,3253,1816,33041,66198,13617,301,1394,920215,16624,821,1917,3107,38821,7.09,15.13,826.556,139.823
50,sananton,88,44,143,535,2859,1736,27673,70626,13201,318,1451,935729,16669,799,1887,3088,40437,7.06,15.32,832.4537,151.8985
50,sananton,89,44,168,477,2710,1898,28467,71785,15263,326,1486,949691,16807,763,1897,3092,44022,7.03,15.51,847.5806,159.6774
50,sananton,90,44,208,430,2864,2228,26015,70150,14879,290,1565,935933,17045,757.437,1898.371,3086.288,50042,7,15.7,873.7568,193.5731
50,sananton,91,44,208,698,3778,2889,24941,70559,14413,326,1571,955905,17344,759.972,1884.586,3095.557,51677,6.97,15.89,847.2325,234.6863
50,sananton,92,44,219,616,3485,2811,21967,65314,14722,381,1545,972824,17667,776.28,1884.681,3087.613,60467,6.94,16.08,820.7082,275.7996
50,sananton,93,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18022,788.134,1903.1,3078.601,92013,NA,NA,NA,NA
51,sandiego,71,5,37,142,1106,806,8670,25984,3684,215,982,717000,20346,1139,2587,2793,17474,7.73,13.12,762.963,424.6913
51,sandiego,72,5,31,165,1225,992,9957,26514,4040,265,1070,746500,20585,1165,2608,2980,16970,7.86,12.84,811.0048,449.7607
51,sandiego,73,5,56,173,1422,1104,11575,26699,4527,257,1014,740200,20868,1191,2684,3126,19794,7.99,12.56,797.2973,423.4234
51,sandiego,74,5,66,208,1981,1321,13548,30880,4841,279,1110,755900,21173,1212,2772,3264,21897,8.12,12.28,811.3589,383.3671
51,sandiego,75,5,64,229,2199,1367,15655,35052,5456,319,1070,768713,21537,1220,2880,3409,17296,8.25,12,847.5837,351.3011
51,sandiego,76,5,59,233,2271,1555,15848,36397,6217,298,1067,773400,21935,1241,2980,3570,18113,8.38,11.72,934.9736,376.0984
51,sandiego,77,5,50,298,2481,1585,18809,35888,6325,309,1082,788621,22350,1256,3065,3736,17338,8.51,11.44,920.7921,391.0891
51,sandiego,78,5,68,316,2530,1606,20158,35233,6927,364,1193,797293,22839,1265,3141,3894,19550,8.64,11.16,943.2515,409.5092
51,sandiego,79,5,96,331,2884,2125,19952,39224,7481,355,1306,829322,23255,1250,3214,4064,21260,8.77,10.88,789.2562,370.5234
51,sandiego,80,5,103,362,2986,2738,19960,36649,7707,380,1380,874826,23797,1228.667,3264.667,4302.667,23264,8.9,10.6,771.8447,347.0874
51,sandiego,81,5,94,559,3323,2618,18708,33851,6970,423,1300,898109,24285,1184,3301,4545,27913,8.95,10.66,787.6788,382.8383
51,sandiego,82,5,72,428,3142,2193,16214,35693,7803,491,1395,919113,24820,1148,3316,4693,33583,9,10.72,748.5074,375.0273
51,sandiego,83,5,77,395,2550,2429,16157,34594,7535,451,1376,935840,25362,1131,3315,4862,38025,9.05,10.78,723.0884,355.5932
51,sandiego,84,5,103,393,2616,2819,15248,34428,8759,499,1378,952933,25847,1141,3299,5009,41652,9.1,10.84,726.2258,343.9584
51,sandiego,85,5,96,338,3062,2754,16363,35220,10060,544,1407,988284,26444,1173,3296,5165,48326,9.15,10.9,785.3521,350.4481
51,sandiego,86,5,102,391,3985,4044,17533,40459,13233,628,1629,1011376,27106,1215,3292,5317,57725,9.2,10.96,826.7067,353.318
51,sandiego,87,5,96,410,3452,5154,17370,43590,18155,653,1674,1040851,27781,1214,3314,5447,64812,9.25,11.02,859.8782,359.4338
51,sandiego,88,5,144,389,3204,5434,17536,45923,24126,670,1738,1073466,28468,1187,3357,5558,73780,9.3,11.08,852.3222,366.2318
51,sandiego,89,5,121,410,3585,6008,17495,49789,25583,697,1857,1098639,29218,1152,3427,5649,84338,9.35,11.14,878.2258,376.6129
51,sandiego,90,5,135,439,4331,7142,16691,48581,24245,686,1882,1110549,29905,1160.291,3427.423,5688.272,94122,9.4,11.2,909.7169,383.3206
51,sandiego,91,5,167,472,5331,7860,17088,44645,21218,722,1886,1133681,30416,1152.656,3307.971,5722.288,98515,9.45,11.26,936.5314,422.8782
51,sandiego,92,5,146,485,5321,8840,16437,40798,20231,838,1903,1151853,30909,1175.748,3200.984,5720.233,105467,9.5,11.32,963.3459,462.4359
51,sandiego,93,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31217,1183.264,3101.533,5669.01,115573,NA,NA,NA,NA
52,sanfran,71,5,102,512,6584,3101,18264,30486,12845,545,1927,706333.3,20346,1139,2587,2793,17474,13.33,15.84,762.963,424.6913
52,sanfran,72,5,81,505,4573,2665,14519,24649,11076,453,1943,683727,20585,1165,2608,2980,16970,13.26,15.18,811.0048,449.7607
52,sanfran,73,5,107,540,4817,2650,15366,24690,9339,360,1958,677933,20868,1191,2684,3126,19794,13.19,14.52,797.2973,423.4234
52,sanfran,74,5,139,434,4436,2684,14125,25644,8449,495,1958,677930,21173,1212,2772,3264,21897,13.12,13.86,811.3589,383.3671
52,sanfran,75,5,138,547,5687,2765,17505,29270,8606,440,1795,669977,21537,1220,2880,3409,17296,13.05,13.2,847.5837,351.3011
52,sanfran,76,5,131,619,6628,3379,21992,34349,10186,428,1667,665000,21935,1241,2980,3570,18113,12.98,12.54,934.9736,376.0984
52,sanfran,77,5,141,595,5423,3208,19258,32177,10631,517,1659,676625,22350,1256,3065,3736,17338,12.91,11.88,920.7921,391.0891
52,sanfran,78,5,118,583,6509,3299,18054,32878,8944,228,1658,658611,22839,1265,3141,3894,19550,12.84,11.22,943.2515,409.5092
52,sanfran,79,5,112,664,6694,3571,17255,33943,8506,567,1554,659176,23255,1250,3214,4064,21260,12.77,10.56,789.2562,370.5234
52,sanfran,80,5,110,759,7527,4314,16795,32772,8147,510,1738,674150,23797,1228.667,3264.667,4302.667,23264,12.7,9.9,771.8447,347.0874
52,sanfran,81,5,126,672,7386,3827,17715,35337,6749,512,1799,692092,24285,1184,3301,4545,27913,12.52,9.9,787.6788,382.8383
52,sanfran,82,5,111,594,7153,3757,13704,36901,6378,508,1971,708278,24820,1148,3316,4693,33583,12.34,9.9,748.5074,375.0273
52,sanfran,83,5,83,539,5945,3550,12389,34481,5659,439,1923,721168,25362,1131,3315,4862,38025,12.16,9.9,723.0884,355.5932
52,sanfran,84,5,73,495,5222,3582,13217,31524,5783,831,1926,719559,25847,1141,3299,5009,41652,11.98,9.9,726.2258,343.9584
52,sanfran,85,5,85,512,5111,3794,11757,31397,5934,824,1929,733456,26444,1173,3296,5165,48326,11.8,9.9,785.3521,350.4481
52,sanfran,86,5,114,492,5085,3815,10076,30223,6832,640,1899,750544,27106,1215,3292,5317,57725,11.62,9.9,826.7067,353.318
52,sanfran,87,5,103,452,4654,4089,9642,31172,7725,689,1870,767933,27781,1214,3314,5447,64812,11.44,9.9,859.8782,359.4338
52,sanfran,88,5,92,453,4867,4255,10148,36662,9578,709,1803,753927,28468,1187,3357,5558,73780,11.26,9.9,852.3222,366.2318
52,sanfran,89,5,73,380,5005,4606,10692,37316,9676,713,1769,750964,29218,1152,3427,5649,84338,11.08,9.9,878.2258,376.6129
52,sanfran,90,5,101,419,7053,4815,10618,35583,11361,493,1783,723959,29905,1160.291,3427.423,5688.272,94122,10.9,9.9,909.7169,383.3206
52,sanfran,91,5,95,400,7020,4645,10604,34679,11907,476,1840,739039,30416,1152.656,3307.971,5722.288,98515,10.72,9.9,936.5314,422.8782
52,sanfran,92,5,117,395,8278,4886,11831,38375,12669,414,1847,750885,30909,1175.748,3200.984,5720.233,105467,10.54,9.9,963.3459,462.4359
52,sanfran,93,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31217,1183.264,3101.533,5669.01,115573,NA,NA,NA,NA
53,sanjose,71,5,16,170,497,743,8190,21619,3621,98,563,481000,20346,1139,2587,2793,17474,2.62,9.92,762.963,424.6913
53,sanjose,72,5,27,173,687,822,9603,22583,4180,111,629,495000,20585,1165,2608,2980,16970,2.84,10.04,811.0048,449.7607
53,sanjose,73,5,27,182,687,486,9168,21212,3767,136,654,523000,20868,1191,2684,3126,19794,3.06,10.16,797.2973,423.4234
53,sanjose,74,5,27,210,807,551,11180,23239,3775,166,687,524000,21173,1212,2772,3264,21897,3.28,10.28,811.3589,383.3671
53,sanjose,75,5,39,234,887,955,13846,24467,3654,167,723,549367,21537,1220,2880,3409,17296,3.5,10.4,847.5837,351.3011
53,sanjose,76,5,37,296,967,1223,13096,22063,3828,179,771,557700,21935,1241,2980,3570,18113,3.72,10.52,934.9736,376.0984
53,sanjose,77,5,41,322,1031,1276,12027,21064,3447,172,787,568303,22350,1256,3065,3736,17338,3.94,10.64,920.7921,391.0891
53,sanjose,78,5,44,367,1155,1189,13749,21731,3596,189,787,587621,22839,1265,3141,3894,19550,4.16,10.76,943.2515,409.5092
53,sanjose,79,5,44,407,1358,1427,12042,24019,4012,243,762,604993,23255,1250,3214,4064,21260,4.38,10.88,789.2562,370.5234
53,sanjose,80,5,62,479,1714,1533,13955,29608,4480,209,796,628106,23797,1228.667,3264.667,4302.667,23264,4.6,11,771.8447,347.0874
53,sanjose,81,5,68,465,2070,1519,14932,31708,3752,201,848,644823,24285,1184,3301,4545,27913,4.61,11.09,787.6788,382.8383
53,sanjose,82,5,37,430,1701,1448,12593,32199,3373,206,891,659903,24820,1148,3316,4693,33583,4.62,11.18,748.5074,375.0273
53,sanjose,83,5,48,447,1461,1504,10104,26959,2784,279,899,671913,25362,1131,3315,4862,38025,4.63,11.27,723.0884,355.5932
53,sanjose,84,5,48,421,1175,1651,9457,24296,2770,220,919,685792,25847,1141,3299,5009,41652,4.64,11.36,726.2258,343.9584
53,sanjose,85,5,55,415,1237,1763,9359,24331,3064,270,976,706062,26444,1173,3296,5165,48326,4.65,11.45,785.3521,350.4481
53,sanjose,86,5,39,430,1126,2425,7663,24241,3055,284,1005,722560,27106,1215,3292,5317,57725,4.66,11.54,826.7067,353.318
53,sanjose,87,5,24,393,944,3017,6434,22259,3447,226,998,730079,27781,1214,3314,5447,64812,4.67,11.63,859.8782,359.4338
53,sanjose,88,5,37,438,948,3266,6560,23118,4039,216,1013,732022,28468,1187,3357,5558,73780,4.68,11.72,852.3222,366.2318
53,sanjose,89,5,38,399,995,3103,6318,23656,4426,223,1061,757964,29218,1152,3427,5649,84338,4.69,11.81,878.2258,376.6129
53,sanjose,90,5,35,416,1034,3213,5752,23435,4205,357,1112,782248,29905,1160.291,3427.423,5688.272,94122,4.7,11.9,909.7169,383.3206
53,sanjose,91,5,53,445,1328,3432,7403,25663,4512,465,1170,798542,30416,1152.656,3307.971,5722.288,98515,4.71,11.99,936.5314,422.8782
53,sanjose,92,5,43,448,1231,3705,6776,23806,3793,407,1174,811342,30909,1175.748,3200.984,5720.233,105467,4.72,12.08,963.3459,462.4359
53,sanjose,93,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31217,1183.264,3101.533,5669.01,115573,NA,NA,NA,NA
54,seattle,71,48,42,208,1801,1093,12455,21111,3510,289,1191,521666.7,3447,203,446,450,2782,7.34,12.43,925.926,232.0988
54,seattle,72,48,42,278,1564,949,11339,18864,3440,251,1175,518333.5,3447,204,435,476,2608,7.58,12.06,849.2823,217.7034
54,seattle,73,48,54,276,1702,880,12926,20696,3740,266,1138,515000,3477,206,445,504,2632,7.82,11.69,880.6306,259.009
54,seattle,74,48,55,316,2041,1165,14219,24308,3927,276,1086,507000,3548,210,460,538,2989,8.06,11.32,845.8417,221.0953
54,seattle,75,48,52,324,2103,1492,13021,25452,3666,288,1085,503500,3619,211,477,571,3369,8.3,10.95,895.9108,208.1784
54,seattle,76,48,42,322,2163,1601,11835,21186,2860,300,1030,503500,3691,213,492,605,3771,8.54,10.58,905.0967,195.0791
54,seattle,77,48,35,370,1764,1987,10712,20396,3114,302,1013,500000,3772,215,504,637,4272,8.78,10.21,912.5413,231.0231
54,seattle,78,48,54,360,2257,2229,11476,24177,3531,318,970,489961,3886,217,520,671,4487,9.02,9.84,953.9877,228.5276
54,seattle,79,48,37,421,2071,2328,11508,26161,3813,334,966,521590,4013,216,537,708,4342,9.26,9.47,922.865,194.2149
54,seattle,80,48,63,512,2253,2373,13780,30483,3830,352,1036,491897,4155,214.6667,559.6667,757.3333,4399,9.5,9.1,884.7087,231.7961
54,seattle,81,48,59,485,2344,2526,14567,32835,2948,362,1023,503697,4236,206,553,787,5336,9.56,9.09,906.4907,248.6249
54,seattle,82,48,31,435,2271,2383,13273,32321,2687,371,1007,507643,4277,197,541,793,6264,9.62,9.08,804.0231,206.3336
54,seattle,83,48,61,434,2032,2291,12999,32910,2312,373,1013,514319,4301,192,526,800,6658,9.68,9.07,774.2401,215.3129
54,seattle,84,48,50,448,2386,2669,14406,33771,2289,394,991,497598,4344,194,512,811,6821,9.74,9.06,804.8933,225.7331
54,seattle,85,48,61,441,2843,3178,16262,37534,2783,375,1039,495190,4401,199,500,820,6919,9.8,9.05,829.6196,248.8437
54,seattle,86,48,50,443,2792,3505,16215,41625,3110,389,1063,501279,4453,203,488,829,6603,9.86,9.04,854.7313,254.2309
54,seattle,87,48,54,465,2959,3618,17254,43586,5001,390,1121,494426,4533,200,484,836,6131,9.92,9.03,887.6465,276.5659
54,seattle,88,48,56,439,2709,3675,16880,43196,5739,396,1179,505380,4641,192,486,846,5816,9.98,9.02,924.3518,266.7483
54,seattle,89,48,38,478,2448,3914,14162,39540,5816,404,1185,514398,4746,185,487,848,6928,10.04,9.01,926.6129,276.6129
54,seattle,90,48,53,481,2695,4551,11181,39522,6570,555,1264,516259,4901,187.919,491.501,856.262,7995,10.1,9,975.5164,326.7024
54,seattle,91,48,43,398,2761,4019,10639,40502,6846,461,1228,532418,5018,193.938,486.793,859.357,9156,10.16,8.99,1046.495,357.1956
54,seattle,92,48,60,353,2577,4337,9250,41125,7698,570,1233,544940,5146,203.677,489.365,861.258,9959,10.22,8.98,1117.473,387.6888
54,seattle,93,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5259,212.133,491.736,857.454,10419,NA,NA,NA,NA
55,tampa,71,10,54,68,951,1143,6346,11407,1369,150,568,277333.3,7163,386,778,807,9653,20.08,15.52,622.2223,106.1728
55,tampa,72,10,62,77,996,1138,6713,10707,1568,149,551,281962,7520,410,822,885,10382,20.46,15.44,631.5789,114.8325
55,tampa,73,10,56,133,1114,1318,8197,11721,2055,127,598,289387,7927,436,875,960,10376,20.84,15.36,560.8108,121.6216
55,tampa,74,10,62,167,1375,1416,10459,14894,2005,159,647,292109,8317,458,937,1036,11217,21.22,15.28,600.4056,101.4199
55,tampa,75,10,67,162,1394,1545,9726,15821,1542,241,571,291103,8542,465,978,1090,15315,21.6,15.2,680.2974,102.2305
55,tampa,76,10,42,162,1025,1706,7886,15690,1235,132,628,274568,8695,468,1006,1140,17793,21.98,15.12,660.8084,101.9332
55,tampa,77,10,31,195,1062,1906,7061,14204,1147,176,612,264848,8889,470,1033,1196,19447,22.36,15.04,671.6171,95.70957
55,tampa,78,10,41,253,1080,2136,7532,14653,1307,205,588,263175,9132,471,1061,1248,21243,22.74,14.96,671.7791,95.09203
55,tampa,79,10,37,308,1312,2549,8640,17152,1689,203,582,277203,9471,474,1097,1324,19407,23.12,14.88,618.4573,104.6832
55,tampa,80,10,44,348,1877,2820,11950,20034,1830,171,520,268709,9840,486,1154.333,1440,20211,23.5,14.8,559.4661,94.6602
55,tampa,81,10,69,409,2314,2882,12575,20554,2053,171,590,285530,10192,475,1194,1549,23200,23.65,14.87,579.758,108.9109
55,tampa,82,10,59,411,1842,3424,11208,19668,1920,194,660,292551,10472,460,1215,1611,27139,23.8,14.94,555.7695,120.9657
55,tampa,83,10,58,288,1529,3178,9513,16998,1595,188,687,299965,10751,446,1234,1686,25393,23.95,15.01,562.9918,116.0885
55,tampa,84,10,52,277,1843,3680,9196,17190,1721,202,662,289355,11041,445,1240,1759,26759,24.1,15.08,589.4253,121.7339
55,tampa,85,10,70,288,2657,3840,12117,20570,2228,204,692,285280,11352,455,1239,1836,28482,24.25,15.15,621.895,136.8545
55,tampa,86,10,79,375,3512,4181,14634,23172,2341,205,717,293030,11669,475,1230,1908,32228,24.4,15.22,641.1605,142.8444
55,tampa,87,10,61,297,3427,5114,13245,24261,2945,224,716,285856,11999,482,1226,1977,32360,24.55,15.29,661.4376,150.7527
55,tampa,88,10,59,236,3282,4828,12470,22388,4078,219,726,293732,12308,476,1218,2029,34681,24.7,15.36,683.5502,166.0745
55,tampa,89,10,57,175,3137,4541,11694,20515,5210,237,743,289463,12638,458,1223,2080,39966,24.85,15.43,734.6774,187.0968
55,tampa,90,10,60,343,2915,5290,11400,18484,6168,278,848,280015,13019,455.32,1221.387,2116.698,44380,25,15.5,791.8898,220.3519
55,tampa,91,10,64,347,3094,6857,11239,20072,5903,257,830,287354,13288,455.958,1197.068,2114.147,46531,25.15,15.57,822.1402,264.2066
55,tampa,92,10,49,303,2999,6513,10005,18923,7339,269,804,291920,13510,466.239,1173.263,2079.137,48285,25.3,15.64,852.3906,308.0613
55,tampa,93,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13726,472.995,1159.881,2037.41,52883,NA,NA,NA,NA
56,toledo,71,36,29,118,1081,457,5227,13258,1760,55,701,381000,10735,643,1302,1315,9063,14.16,12.73,600,133.3333
56,toledo,72,36,34,131,1180,500,5327,12946,1438,50,726,386900,10747,654,1308,1385,8276,14.52,12.76,633.9713,157.8947
56,toledo,73,36,45,135,1357,568,6097,14170,1426,72,764,386700,10767,664,1327,1441,7717,14.88,12.79,662.1622,171.1712
56,toledo,74,36,55,168,1720,672,6991,18501,1516,78,732,388000,10766,667,1347,1492,9326,15.24,12.82,598.3773,180.5274
56,toledo,75,36,41,194,1617,649,7780,21081,1616,119,704,378365,10770,657,1379,1536,11421,15.6,12.85,652.4164,182.1561
56,toledo,76,36,35,200,1782,745,7755,20901,1740,107,704,383647,10753,648,1400,1575,12525,15.96,12.88,731.1072,212.6538
56,toledo,77,36,53,259,1819,787,7752,18658,1637,102,733,365640,10771,640,1416,1616,12846,16.32,12.91,750.8251,204.6205
56,toledo,78,36,35,209,1513,732,7588,17569,1765,113,564,367592,10795,632,1422,1648,13107,16.68,12.94,697.8527,226.9939
56,toledo,79,36,47,253,1784,882,8423,19372,1842,79,702,359831,10799,615,1426,1690,13360,17.04,12.97,692.8375,209.3664
56,toledo,80,36,51,242,2019,859,9952,19082,1842,56,553,354558,10803,593.6667,1410,1734,13489,17.4,13,666.2621,205.0971
56,toledo,81,36,51,229,1776,655,9929,19737,1713,43,536,354861,10788,569,1398,1784,14968,17.63,13.27,651.2651,237.6237
56,toledo,82,36,24,215,1473,684,8435,17428,1978,40,655,355355,10757,541,1371,1777,17317,17.86,13.54,633.6125,253.368
